,user,text,scores,compound,user,text,scores,compound
61,BarackObama,"A story worth sharing: Twelve years ago, Brian joined my first presidential campaign. Two years ago, he was diagnos… https://t.co/2uf6ozOukh","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5719}",0.5719,KimKardashian,RT @PRGstyle: Omg I just cried @KUWTK Kim &amp; Kanye renewing their vows was so cute! 💜🥺 @KimKardashian,"{'neg': 0.119, 'neu': 0.689, 'pos': 0.191, 'compound': 0.3733}",0.3733
62,BarackObama,Exciting to see the faces of Colombia's future at an @ObamaFoundation roundtable with young leaders in Bogotá. Thei… https://t.co/FniC2X3hM4,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",0.4939,KimKardashian,♥️😢 https://t.co/lmazdJuoRm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
63,BarackObama,"On Memorial Day, we remember all those who gave everything for something greater than themselves. It's up to us to… https://t.co/4m5HbHFzcb","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,KimKardashian,RT @itsKELSEYtho: Kim telling her kids about her and their dads engagement. I’m not crying you are! #KUWTK,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.7046}",0.7046
64,BarackObama,Great to get out there and take a few cuts at the plate yesterday—I had a blast with all these extraordinary young… https://t.co/TQ7O6BVMSJ,"{'neg': 0.087, 'neu': 0.751, 'pos': 0.162, 'compound': 0.4404}",0.4404,KimKardashian,RT @rodashian: 5 whole years of KimYe. It went by so fast!! I guess time does flies when you find your soulmate! #KUWTK,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.6981}",0.6981
65,BarackObama,"RT @ObamaFoundation: Congratulations on the inauguration of @ChicagosMayor Lori Lightfoot, Treasurer Melissa Conyears-Ervin, @ChiCityClerk…","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.6597}",0.6597,KimKardashian,♥️ https://t.co/nBZdkzLaQ8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
66,BarackObama,"Here’s a great story: While we’ve still got a lot of work to do to make college affordable for everyone, that didn’… https://t.co/eW9usqYzu1","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.6249}",0.6249,KimKardashian,Trips are the best memories! ♥️ https://t.co/RzQW1TjwVX,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.6696}",0.6696
67,BarackObama,"Happy Mother's Day to the most caring, brilliant, funny, and grounded woman I know—a perfect role model not just fo… https://t.co/Tpro3oBzyC","{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.9592}",0.9592,KimKardashian,♥️♥️♥️ https://t.co/ETCNDdzktO,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
68,BarackObama,"As part of the @ObamaFoundation, moms like Dr. Mwansa Ketty Lubeya are answering the call for change—and raising th… https://t.co/Za7hYarUQW","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.3612,KimKardashian,RT @KUWTK: Kourt's about to grace that pool with her presence 😂 #KUWTK https://t.co/5TIWY9vJxt,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215
69,BarackObama,"RT @MichelleObama: Congratulations, Meghan and Harry! Barack and I are so thrilled for both of you and can't wait to meet him. #RoyalBaby h…","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8374}",0.8374,KimKardashian,Should I screen grab the group chat?! She went off on us. We are driving home from Palm Springs so can’t watch it https://t.co/gVImPGmo07,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
70,BarackObama,"Happy #CollegeSigningDay, everybody! I'm proud of every student out there who's taking the next step in their educa… https://t.co/djtqPri6U5","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.7959}",0.7959,KimKardashian,♥️♥️♥️ https://t.co/x50BpCQtmh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
71,BarackObama,"Condolences to the family of John Singleton. His seminal work, Boyz n the Hood, remains one of the most searing, lo… https://t.co/KP8bValVK7","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,Perfection! All of my elementary school friends took time out of their busy schedules away from their kids to chill… https://t.co/TS5dDCSw9r,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.7959}",0.7959
72,BarackObama,Congratulations to the new class of @ObamaFoundation Fellows! Their work in every region of the globe is already ma… https://t.co/qB2Qxp8bB9,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.636}",0.636,KimKardashian,I love Turks &amp; Caicos!!! I’m so sad I missed this trip! I was on maternity leave and couldn’t leave my baby,"{'neg': 0.355, 'neu': 0.496, 'pos': 0.149, 'compound': -0.591}",-0.591
73,BarackObama,"For thirty-six years, Richard Lugar proved that pragmatism and decency work—not only in Washington but all over the… https://t.co/fbLSYFY3A6","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,RT @khloekardashian: I love that my mom is crying when she sees all of her grandkids on the Ellen Show when she probably saw them that morn…,"{'neg': 0.099, 'neu': 0.767, 'pos': 0.134, 'compound': 0.2732}",0.2732
74,BarackObama,Dominique’s story is a reminder to us that where you’re from shouldn’t define what you can achieve. I’m proud of he… https://t.co/4w6Q5E3tA8,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4767}",0.4767,KimKardashian,I loved this shoot! https://t.co/NJdCkvdCDs,"{'neg': 0.279, 'neu': 0.233, 'pos': 0.488, 'compound': 0.4199}",0.4199
75,BarackObama,"This generation of climate activists is tired of inaction, and they've caught the attention of leaders all over the… https://t.co/i8AM4miXL4","{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.5994}",-0.5994,KimKardashian,RT @KKWFORMATION: Catch a BRAND NEW Season 17 episode of #KUWTK NOW on E! Entertainment! https://t.co/M3V83CpJ1N,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.5242}",0.5242
76,BarackObama,"And in the U.S., 13-year old @AlexandriaV2005 of New York, 13-year old @havenruthie of Denver, and 16-year old… https://t.co/aS6adg4Kh7","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,Who’s watching Keeping Up With The Kardashians? #KUWTK,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
77,BarackObama,"I met 23-year-old @luisamneubauer in Berlin earlier this month. Luisa, the organizer behind the student movement in… https://t.co/GCaEtCcCkI","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,"RT @rodashian: Got some goodies at ULTA today! And I’m not done ! 
@kkwbeauty 

#KKWXULTABEAUTY https://t.co/LIYwRPNPjQ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
78,BarackObama,"They're people like 16-year-old @GretaThunberg, whose protests at Swedish parliament sparked a movement. Inspired b… https://t.co/vJjEgoUetO","{'neg': 0.097, 'neu': 0.612, 'pos': 0.291, 'compound': 0.5859}",0.5859,KimKardashian,"RT @ZACHARYSPENCER_: I picked up these beauties today. No lie, the KKW BEAUTY formula is everything. I am so excited everything is now easi…","{'neg': 0.07, 'neu': 0.576, 'pos': 0.354, 'compound': 0.8705}",0.8705
79,BarackObama,Young people all over the world are leading the way in the fight to protect our planet because they know their futu… https://t.co/D1XZ9f8Zck,"{'neg': 0.099, 'neu': 0.802, 'pos': 0.099, 'compound': 0.0}",0.0,KimKardashian,RT @NoemyeWest: KKW Beauty is now at Ulta! I’m so proud to be a Kim Kardashian stan today! I love you! @KimKardashian @kkwbeauty 💘 https://…,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.9309}",0.9309
80,BarackObama,"To all who celebrate today, happy Easter from our family to yours! On this day of rebirth and renewal, let’s recomm… https://t.co/Xw82Y9kbPr","{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8268}",0.8268,KimKardashian,Last day to shop my @kkwbeauty #KKWXWINNIE Collection for 20% off at https://t.co/aIjp1MBlpZ!! What are you getting… https://t.co/7VhqkLbbaj,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
81,BarackObama,"The attacks on tourists and Easter worshippers in Sri Lanka are an attack on humanity. On a day devoted to love, re… https://t.co/pVpa7j9GKm","{'neg': 0.189, 'neu': 0.536, 'pos': 0.274, 'compound': 0.4019}",0.4019,KimKardashian,Shop my @kkwbeauty #KKWXWINNIE Collection for 20% off!! Ends TONIGHT at 11:59pm pst at https://t.co/aIjp1MBlpZ https://t.co/oUhIxu17yo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
82,BarackObama,"Notre Dame is one of the world’s great treasures, and we’re thinking of the people of France in your time of grief.… https://t.co/aXv1azpmof","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7845}",0.7845,KimKardashian,"RT @ultabeauty: @kkwbeauty is available NOW 🧡 And it's—well—Sooo Fire 🔥 Shop a selection of palettes, lipsticks and glosses galore in ALL s…","{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.34}",-0.34
83,BarackObama,"Congratulations, Tiger! To come back and win the Masters after all the highs and lows is a testament to excellence, grit, and determination.","{'neg': 0.054, 'neu': 0.506, 'pos': 0.44, 'compound': 0.9324}",0.9324,KimKardashian,RT @Trendmood: The #DISPLAY Available Now! 🚨LINK ➡️ https://t.co/vnGGqsgGvj online @ultabeauty 🙌🏼💗😍 @kkwbeauty Online &amp; in stores 💄📸@nicole…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
84,BarackObama,"Another good story worth sharing: From one ""kid from Akron"" to a new generation of Akron kids, some remarkable earl… https://t.co/QH4JkJjqf5","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8807}",0.8807,KimKardashian,RT @kkwbeauty: We’re officially at all @ultabeauty stores today! Check your local store times and head over ✨ Post your pics with our displ…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
85,BarackObama,"From a big NBA fan, congrats to future Hall of Famers Dwyane Wade and Dirk Nowitzki—not just all-time greats but class acts, too.","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.431}",0.431,KimKardashian,Today is the day!!! I’m so excited that @kkwbeauty is now available at all @ultabeauty stores! This is such a dream… https://t.co/9uKpSoAXGZ,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.6468}",0.6468
86,BarackObama,"In just a few minutes, I’m taking the stage at the @ObamaFoundation Town Hall Europe for a conversation about how t… https://t.co/N3FBPQfn47","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,I bought these when I was trying to find the perfect all Leopard Alaia look.            https://t.co/1VF6XpjNDa https://t.co/EGdEY72xwp,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}",0.5719
87,BarackObama,A voice everybody should hear. https://t.co/0u7HUlQ8id,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,"Thierry Mugler looks!!!

https://t.co/k2Stjhv5da https://t.co/8bVDK2H8nE","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
88,BarackObama,Here’s a story about people doing good that's worth sharing: @BradPaisley and his wife @Kimwilliamspais saw food in… https://t.co/kMBFR3xzAA,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.765}",0.765,KimKardashian,Remember this iconic Celine bag?? https://t.co/EQ0iQkaDns https://t.co/Z8tfKysraW,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
89,BarackObama,"Great to see Chicago’s historic mayoral race between two highly qualified candidates. Congrats to our next mayor, L… https://t.co/MGW1qYdXeM","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.83}",0.83,KimKardashian,I was obsessed with this green Chanel bag! https://t.co/TcaDYxwwTJ https://t.co/JxaH7TqyKp,"{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.2481}",-0.2481
90,BarackObama,Valerie is one of my oldest friends and advisors – she was by my side when I first decided to run for office and fo… https://t.co/VQKw3mhOPy,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4767}",0.4767,KimKardashian,I am selling 4 Hermès Birkins https://t.co/efl9hQUNG9 https://t.co/W9zu8MyHMg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
91,BarackObama,"Last night I had the chance to meet with first-term Democrats in Congress—it's a young, diverse class, stocked with… https://t.co/BIiEeE5aSS","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.25}",0.25,KimKardashian,https://t.co/j1bjO0YKx9 https://t.co/OQuyGXnWYc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
92,BarackObama,"Just in the nick of time: My brackets have never been my one shining moment, but here we go again. You can check ou… https://t.co/gZFlHQamkn","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,https://t.co/TLw4EdH3Yl https://t.co/OiHLDtujjO,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
93,BarackObama,"And here are some ways to help cyclone victims in Mozambique, Malawi, and Zimbabwe: https://t.co/if8HZBtWBH","{'neg': 0.128, 'neu': 0.722, 'pos': 0.15, 'compound': 0.1027}",0.1027,KimKardashian,My eBay auctions are coming to an end today!!! Don’t miss out! https://t.co/Yi1UfwA0k6,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4153}",-0.4153
94,BarackObama,The floods in the Midwest and in southern Africa are heartbreaking. Suffering and loss on two sides of the world ca… https://t.co/JQuv5mQHnq,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.8126}",-0.8126,KimKardashian,"I’m so excited for @kkwbeauty to launch at all @ultabeauty stores tomorrow, on 10.20!!! I can’t wait for you guys t… https://t.co/WhmOCjZISy","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.5528}",0.5528
95,BarackObama,"In 2011, I visited the tiny town of Moneygall and got to walk around in the house where my great-great-great grandf… https://t.co/Po21svTQs8","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,RT @skims: The Cotton Rib Thong ($20) in Soot - available now in select sizes in all colors at https://t.co/Bn8kuwhTZx. Shop the Cotton Col…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
96,BarackObama,Michelle and I send our condolences to the people of New Zealand. We grieve with you and the Muslim community. All… https://t.co/lmpsr9lLSr,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3818}",-0.3818,KimKardashian,"RT @skims: Hailey wears the Cotton Wide Strap Balconette ($56) - available now in select sizes in Bone, Kyanite, Mineral, and Soot at https…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
97,BarackObama,.@MichelleObama and I are rooting hard for Team USA as the Special Olympics World Games get underway this week. Our… https://t.co/aD4gRnMEL8,"{'neg': 0.063, 'neu': 0.814, 'pos': 0.122, 'compound': 0.3182}",0.3182,KimKardashian,RT @skims: The Cotton Rib Thong ($20) in Soot - available now in select sizes in all colors at https://t.co/Bn8kuwhTZx. Shop the Cotton Col…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
98,BarackObama,"What a great moment. Happy 110th, Virginia. https://t.co/FuNZV3RRV4","{'neg': 0.0, 'neu': 0.391, 'pos': 0.609, 'compound': 0.8316}",0.8316,KimKardashian,♥️ https://t.co/o5jwb00rXJ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
99,BarackObama,Michelle and I send our deepest sympathies to all who knew the victims of today’s plane crash in Ethiopia.,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.6124}",-0.6124,KimKardashian,RT @narcicismo: YEEZY SEASON FOREVER https://t.co/sBw0ylAxAL,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
100,BarackObama,The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and @SpaceX on a successful return! We… https://t.co/eJVhuf5KTQ,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6239}",0.6239,KimKardashian,"Shop my @kkwbeauty #KKWXWINNIE Collection for 20% off!! Ends tomorrow, 10.20 at 11:59pm pst at… https://t.co/PhnxBn1Lbu","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
101,BarackObama,"Preethi, Alice, and Sefora are just three of many @ObamaFoundation leaders who remind us what International Women’s… https://t.co/z319lmm1iP","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,🙏🏼 https://t.co/cz3Hy291y6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
102,BarackObama,And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training an… https://t.co/qTd90Kw7ev,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296,KimKardashian,"RT @innocence: #RodneyReed, who maintains his innocence, has been on death row for the past 21 years for the murder of Stacey Stites in Bas…","{'neg': 0.259, 'neu': 0.663, 'pos': 0.078, 'compound': -0.7906}",-0.7906
103,BarackObama,".@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and lang… https://t.co/CoeFcGSJ7d","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.6249}",0.6249,KimKardashian,"RT @helenprejean: Racism is an undeniable component of our death penalty system. Just look at #RodneyReed’s case. Rodney, an innocent Black…","{'neg': 0.362, 'neu': 0.559, 'pos': 0.079, 'compound': -0.8625}",-0.8625
104,BarackObama,.@preethiherman is helping women unleash their power to change their societies. As head of the… https://t.co/1anUW1vugu,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.296}",0.296,KimKardashian,RT @helenprejean: #RodneyReed was convicted and sentenced to death by an all-white jury based on false forensic evidence and a timeline tha…,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.6124}",-0.6124
105,BarackObama,"On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live o… https://t.co/oJiJ7foBZy","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}",0.0772,KimKardashian,"RT @ncadp: #RodneyReed is an innocent man awaiting execution in Texas on November 20th, 2019. The world knows he is innocent &amp; its time to…","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5859}",0.5859
106,BarackObama,It’s up to all of us as citizens to make sure that the rules of democracy are fair—everywhere—because the next deca… https://t.co/Tpv5NoYazl,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.3182,KimKardashian,"PLEASE @GovAbbott How can you execute a man when since his trial, substantial evidence that would exonerate Rodney… https://t.co/x2fYqtXxL1","{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.7672}",0.7672
107,BarackObama,Zion Williamson seems like an outstanding young man as well as an outstanding basketball player. Wishing him a speedy recovery.,"{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.926}",0.926,KimKardashian,After watching the movie I opened up my computer &amp; opened up my email about a case I had recently been investigatin… https://t.co/TsPXwFiIpp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
108,BarackObama,I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color… https://t.co/iAL5ZRVOUv,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296,KimKardashian,"I just saw the movie Just Mercy, the film about Bryan Stevenson's book starring Jamie Foxx &amp; Michael B Jordan. wow… https://t.co/jl2kcLChq9","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.3612
109,BarackObama,"RT @ObamaFoundation: Ahead of #MBKRising and in honor of Black History Month, @BarackObama shared a nonfiction reading list that can help t…","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8074}",0.8074,KimKardashian,RT @LattalaS: “Sunday Service” @kanyewest 🤔 https://t.co/ANY2YM1sr3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
110,BarackObama,I’ve always loved basketball because it’s about building a team that’s equal to more than the sum of its parts. Gla… https://t.co/QZ2PTwFPmq,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5994}",0.5994,KimKardashian,"RT @TeamKanyeDaily: A two hour #SundayService in Kingston, Jamaica ends with a “Jesus Walks” performance. https://t.co/LZCOS6V8Cd","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
111,BarackObama,"Happy Valentine’s Day to the extraordinarily smart, beautiful, funny, one and only @MichelleObama. It’s true; she d… https://t.co/STEbQ40XQ5","{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9432}",0.9432,KimKardashian,RT @skims: Ashourina wears a size 40C in the Cotton Molded Bra ($56) in Soot. Shop now in select sizes in all colors at https://t.co/Bn8kuw…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
112,BarackObama,"In the year since their friends were killed, the students of Parkland refused to settle for the way things are and… https://t.co/HLvyhgqiup","{'neg': 0.233, 'neu': 0.66, 'pos': 0.108, 'compound': -0.5574}",-0.5574,KimKardashian,RT @skims: Mercedes wears the Cotton Underwire Bra ($48) - available now in select sizes in all colors at https://t.co/Bn8kuwzuR5. Shop the…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
113,BarackObama,"Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers… https://t.co/lFxXcgiBqS","{'neg': 0.1, 'neu': 0.68, 'pos': 0.22, 'compound': 0.5688}",0.5688,KimKardashian,RT @skims: Ashourina wears the Cotton Molded Bra ($56) and the Cotton String Bikini ($22) in Soot. Shop now in select sizes in all colors a…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
114,BarackObama,"Happy 85th birthday to @RealBillRussell - the greatest champion in American sports, and a lifelong warrior for justice.","{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.9451}",0.9451,KimKardashian,💕 https://t.co/LA18G6AlcU,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
115,BarackObama,RT @MichelleObama: A big part of friendship is showing up for your girls—that’s why I was thrilled to be there for the one and only @alicia…,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7003}",0.7003,KimKardashian,"My @kkwbeauty Best of Nude, Pink and Red Lipstick Sets are RESTOCKED!!! Shop them at https://t.co/aIjp1MBlpZ 🖤 https://t.co/qy5fM01v9w","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.7249}",0.7249
116,BarackObama,My statement on the passing of former Congressman John Dingell: https://t.co/gjBYHHImzB,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,KimKardashian,My @kkwbeauty #KKWXWINNIE Collection is 20% off this weekend only!! Shop it today at https://t.co/aIjp1MBlpZ ✨ Ends… https://t.co/SS8MyUPCvR,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
117,BarackObama,We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others b… https://t.co/EcjpeHhzgf,"{'neg': 0.083, 'neu': 0.652, 'pos': 0.264, 'compound': 0.7184}",0.7184,KimKardashian,RT @KKWMAFIA: .@WendyWilliams wears the @skims Sculpting Bodysuit in Onyx during her Hollywood Walk of Fame Ceremony. #ShowYourSkims https:…,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404
118,BarackObama,"As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8126}",0.8126,KimKardashian,"RT @skims: The Cotton String Bikini ($22). This second-skin design is effortlessly and universally flattering, adding curves to every silho…","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.3182
119,BarackObama,The @ObamaFoundation is connecting people from around the world so they can form partnerships just like this. I am… https://t.co/dV9rIvzy8L,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,KimKardashian,RT @skims: We still have a large variety of Cotton Collection styles still available in select colors and sizes at https://t.co/Bn8kuwhTZx.…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
120,BarackObama,"I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you d… https://t.co/Cxspr7qtwG","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.6666}",0.6666,KimKardashian,RT @skims: Mercedes wears the Cotton Triangle Bralette ($32) and the Cotton Dipped Thong ($18) in Soot - available now in select sizes and…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
121,BarackObama,RT @MBK_Alliance: President Obama challenged us to improve our communities in 2019—and mentorship is a concrete action we can take. With @M…,"{'neg': 0.06, 'neu': 0.815, 'pos': 0.124, 'compound': 0.3612}",0.3612,KimKardashian,OBSESSED https://t.co/etIR7Xu5wf,"{'neg': 0.709, 'neu': 0.291, 'pos': 0.0, 'compound': -0.347}",-0.347
122,BarackObama,"I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.8777}",0.8777,KimKardashian,RT @itsKELSEYtho: I wonder what Kim is going to be for Halloween this year 🧐 https://t.co/oy70l0f1Py,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
123,BarackObama,"In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do, and I… https://t.co/7XRYXZbFTu","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",0.3612,KimKardashian,😂😂😂 https://t.co/NBecEFx8c4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
124,BarackObama,"I hope you find inspiration in the stories of Dejah, Moussa, Sandor, Hong and Jonny. Their journeys began with a de… https://t.co/nfkq6OHmuc","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.743}",0.743,KimKardashian,RT @pooshdotcom: A day in the life of @KimKardashian . Giving multitasking a new meaning. Read the exclusive interview here: https://t.co/6…,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.4404}",0.4404
